135971|21233|4993|13266|29672|12305|32052|24850|14836|4093|19702|4083|3941|33674|4105|3981|3861|3875|79970|3060|12492|18755|46913|3530|48253|40102|11512|127808|104142|29230|98801|3255|48059|45552|16882|43533|40080|9897|27758|14700|9646|15196|13680|33449|3466|3110|12000|20663|3399|3323|10191|16295|3358|3316|4403|17767|47921|9496|3282|9110|45001|38695|3871|22628|11399|10871|18343|9719|10958|10318|3254|42917|3400|10928|26913|17827|8593|8739|3194|11061|45402|3515|13061|11225|3192|11608|42979|9088|12634|20420|3147|3797|16505|3102|3053|11545|23814|4200|13518|45955|9799|16769|29824|3276|2961|18076|11168|14762|9295|10082|8988|9687|26403|11756|16295|16712|13694|25462|3080|3395|31766|3566|11859|9944|23337|3476|12792|22393|21400|8843|9983|17556|10943|3351|10774|3320|9026|16474|10069|9639|8883|8561|16663|19344|9573|16722|48762|8773|22682|14764|8234|11103|23165|3420|22079|11510|14661|10141|3260|24541|20188|16958|20762|9952|9849|3072|3136|22682|20248|3034|9398|11657|3005|4697|2758|22931|22373|20250|19925|9080|3017|20483|21217|16599|16377|20372|17962|3277|21649|8598|14951|21097|12524|21484|3352|21655|8364|8402|19787|3051|9015|17162|20575|3040|2959|17611|20961|30353|9967|9839|8567|8592|21207|19329|16268|16631|12443|21165|3108|2934|21952|3084|11000|9524|20614|3203|14079|21049|23586|11007|9458|16244|8375|2743|8159|2934|8761|15049|8714|8827|7741|7824|13788|17557|9323|12089|20693|7409|23330|8045|8061|10260|19506|3713|18212|9287|3064|9659|2814|21740|20425|15689|19778|8920|8494|2933|2894|23119|19285|2969|6562|9615|2659|2722|2535|16691|18384|18025|18390|7423|2654|18105|17983|13728|14828|17600|14801|3120|18639|6731|12051|18584|7654|17742|3400|18108|6843|6728|17497|3006|
7866|8127|2653|6428|10991|9329|13394|11390|7346|2339|9441|2426|2506|12381|2473|2168|1999|2137|22292|2519|7245|2235|17522|2671|17119|16639|6373|46307|35854|10112|33965|2625|22276|25360|19740|16242|17538|5300|13294|7731|8599|5989|7491|16159|2493|1949|7842|13272|2175|1800|5514|10429|3040|1845|2619|9106|56845|7270|1969|5717|97086|26220|2118|12028|6005|4332|10274|3731|11134|4356|1749|34310|2106|5211|18564|5386|3399|4347|1855|5514|30504|2015|8084|5482|1699|5324|25109|3537|5922|11660|1727|1881|25955|1724|1562|4469|16848|1838|4468|24986|4227|10362|19625|1856|1800|25413|4462|7831|3510|3868|3547|3969|15238|5398|9317|8013|6036|12246|1666|1766|11657|1519|4980|4062|11903|1761|6147|19764|11571|3459|3926|9092|3408|1849|3280|2248|3091|9306|4050|4229|3033|3124|6932|8725|4018|5440|12665|2955|12148|2966|2868|5154|11778|1808|23412|4396|1756|3683|1830|12147|11298|8566|11856|3582|3677|1694|1973|11795|11127|1685|3216|5066|1921|1920|1573|8272|12850|11142|10911|3520|1634|12001|11441|8118|7741|11134|7649|1758|11424|3094|7037|11232|4120|11147|1871|11202|3030|2771|11084|1663|3728|9372|21985|1879|1540|8170|5532|6940|3201|3444|4037|4580|12770|5720|8012|8014|5797|11096|1777|1730|10818|1582|4098|3494|11018|1879|5964|10974|10622|3221|3883|8233|3336|1739|3002|1736|3022|6859|3490|3330|2968|2872|6134|7945|3794|5224|14749|3072|11276|3078|3068|4460|10267|1633|9434|4721|1690|3828|1647|11018|10280|20444|10904|3630|3643|2005|1582|11121|10377|2151|3236|6011|1657|1932|1890|7452|10668|10268|10401|3370|1512|10276|10008|8305|7031|10275|6966|1894|10777|3005|6263|10403|3848|10633|1951|10267|3047|2832|10019|1626|
3938|4809|2243|3622|7565|2846|10503|7776|4524|1716|7264|1613|1641|7899|1689|1580|1385|1625|16209|1499|3892|1483|11222|1855|10668|10063|3400|38002|23027|5826|22305|1794|10754|16650|5502|11066|14926|4876|9819|5383|3305|3024|4807|9953|1830|1588|4432|7992|1747|1466|3469|7066|1520|1473|1449|5951|26769|3176|1880|3077|24337|74025|2048|12438|5193|3845|9395|3678|4592|3859|1515|26129|1771|3673|11917|3703|3818|2956|1506|4303|23393|1552|14536|29099|1614|4450|23606|2933|5283|10109|1304|1108|5860|1208|1198|3834|12914|1192|3476|23139|3301|8761|15927|1446|1283|9786|4094|6288|2992|3311|3043|3384|21919|6230|8066|7847|5476|11939|1321|1999|13410|1503|4742|3350|11379|1359|5158|10770|10487|3073|4143|9172|3031|1421|3004|1351|2651|7649|3696|3207|2486|2456|6150|8577|3574|4935|11386|2710|11336|2619|2528|7989|14972|1682|10170|3570|1612|3747|1412|11317|10570|6787|10892|4687|10165|1316|1183|10608|10260|1303|2622|5543|1193|1515|1216|6946|11093|10241|10060|2722|1288|10630|9946|6695|7204|9997|6072|1359|10702|2270|5912|10120|3242|12132|1645|10151|2181|2039|9891|1545|2937|7821|10744|1387|1313|6910|2742|5755|2256|2699|2574|2535|9552|4230|6649|6567|4731|9657|1298|1202|9600|1136|3050|2747|9269|1406|4177|9429|10659|2446|2710|6785|2772|1283|2080|1374|2154|5576|2721|2609|2047|2173|5715|6756|2874|8607|10016|2011|12373|2268|2042|3332|9269|1222|6606|3232|1186|11953|1360|9531|9393|6491|9415|2480|2623|1326|1176|9051|9114|1667|2378|4381|1239|1370|1144|6559|9372|8899|9119|2439|1085|9095|8824|5596|6101|8988|5650|1968|9423|2117|5039|9024|2726|8975|1474|8789|1892|2023|9175|1172|
3811|3267|1542|2085|5510|1916|7761|6381|3005|1169|4266|1145|1137|5829|1217|1504|1031|1210|14280|1055|2752|1182|25453|1303|8794|8278|2088|63462|20629|4245|20017|1223|9527|13031|3322|8463|8597|1887|8185|4042|2187|2307|3163|8381|1121|1140|3306|5537|1156|1039|2149|5531|1119|989|968|3886|38630|2028|1091|1797|21082|20623|1406|10121|3155|2733|6635|2332|3115|2657|1117|20440|3293|2256|9631|2871|1841|1688|1160|2864|21147|1361|4937|3118|1016|3041|20384|2094|3338|6852|1225|1076|4567|1121|1047|2781|9364|1013|2346|20737|2397|7340|13697|1199|1150|8033|2833|5451|2277|2479|2177|2661|10666|3930|6564|6244|4244|10429|1230|1302|9760|1089|6060|4875|9699|1229|3860|9682|9440|2271|2584|7086|2299|1216|2149|1148|2019|7104|3877|2247|1758|1985|5121|5985|2736|3904|10141|1797|9571|1756|1673|2879|9672|1247|6143|2516|1375|2490|1394|9753|9342|5930|9442|2428|2513|1089|1147|9678|9393|1169|4698|3552|1119|1281|1122|7778|10794|9525|24917|2770|1268|9946|9450|5935|6473|9484|5638|1425|9966|2012|5360|9515|2805|9413|1404|9464|2000|1732|10119|1121|2192|7293|9687|1160|1099|5803|2564|5408|2096|2379|2188|2417|8831|3793|12045|5262|4107|9084|1178|1141|8918|1054|2624|2492|8687|1378|3886|8673|8963|2350|2245|5440|2173|1201|1798|1143|1755|5903|2770|1971|1791|1856|4948|5430|2566|3928|8776|1762|8535|2053|1747|2636|8506|1100|5479|2824|1535|2667|1184|8809|8794|5314|8604|2282|2469|1086|1079|8863|8662|2734|3060|3054|1126|1185|1067|5311|8845|8568|8532|2006|1025|8586|8708|4930|5356|8683|5441|1121|8812|1928|4622|8686|2536|8544|1343|8888|1818|2041|8912|1060|
3103|3330|1289|2083|4966|1869|7234|5999|2909|1154|3950|1008|1055|5354|1313|1209|1038|1202|13641|1036|2602|1148|9867|1238|8633|8161|2060|66554|21086|4079|19785|1793|9283|12864|3652|8416|8564|1878|7751|3369|2194|1947|4041|8534|1176|1276|2993|5920|1149|1385|2454|6016|1193|1023|1309|3547|24746|2151|1258|1690|20839|19737|1349|10271|3769|2756|7924|2698|3694|2955|1187|21622|1556|2812|11061|2444|1912|1816|1086|2814|20851|1381|5410|5343|1263|3827|22968|2310|4738|9517|1392|1331|5209|1172|1049|3037|12637|1158|2628|25853|3175|8407|15279|1332|1349|7550|2745|5067|2567|2537|2300|2598|11550|4115|7560|6675|4707|10981|1393|1314|9838|1079|3752|2517|9971|1523|4006|10452|9812|2409|2800|7909|2346|1258|2489|1124|1883|6021|2808|2244|1777|2029|5528|6831|15845|3886|10135|1766|9426|1756|1685|2674|9381|1409|6259|2437|1205|2437|1183|10561|9331|5285|9452|2499|2527|1194|1060|9716|9259|1115|1975|3475|1412|1449|1144|5979|9645|9549|9239|2143|1014|9518|9175|5519|5747|9322|5563|1199|9496|2017|5140|9540|2571|9379|1351|9755|1847|1707|9214|1050|3631|6229|9455|1090|1178|5795|2499|4784|2010|2268|2145|2249|9134|10264|5464|5616|4057|9064|1248|1087|9043|1523|2837|2413|9203|1394|4173|9972|8752|2095|2333|9235|2252|1157|1796|1146|1842|5596|2332|2196|1722|2006|4553|6395|4592|4187|10184|1850|8709|2221|1643|2994|8691|1085|5594|2656|1176|2444|1212|8824|8525|5404|8743|2422|2951|1224|1048|8691|8596|1181|1965|3889|1402|1399|1185|5600|9195|8633|8454|2025|1047|8573|8428|5342|5389|8428|5290|1535|8681|1901|4585|8514|2640|8622|1279|8470|1727|1767|8476|1316|
2971|3002|1178|1935|4946|1903|7415|5972|3033|1127|4144|987|1088|5067|1053|1131|954|1162|12526|1028|2491|1028|8702|1144|8373|8599|4967|48643|19703|3923|19620|1274|9303|23715|3372|8847|8663|1821|7573|3745|2135|2022|3130|8370|1246|1037|2973|6121|1220|980|2199|5396|1063|988|1012|3502|22490|1961|1005|1634|20431|19797|1164|9113|18243|2739|6543|2296|2748|2813|1094|20751|1281|2418|10766|2153|1742|1694|1045|2698|20494|1130|4890|3111|1027|2788|19927|1947|3238|6786|1216|983|4357|1082|981|2755|9833|1515|2477|51507|2277|7666|26201|1353|1156|8280|2796|4917|2158|2557|2212|2363|10323|3714|6351|6056|3905|10014|1140|1185|10496|2423|4030|2468|9882|1251|3843|9518|9359|2212|2379|6913|2244|1178|2063|1098|1782|5456|2546|2051|1693|1728|5003|5691|2687|3814|10022|1736|9525|1749|1648|2739|9343|1200|5703|2493|1228|2413|1151|9730|9311|5298|9403|2294|2481|1024|1039|9474|9423|1158|2720|3022|1081|1128|1120|5788|9621|9382|9191|2067|1037|9422|9288|5217|5712|9258|5443|1280|9458|1717|5565|9501|2518|9686|1408|10098|1709|1705|9363|1036|2033|6457|9602|1092|1115|5567|2308|4208|2079|2118|1951|2084|8807|3505|5334|5178|3907|8901|1111|1095|8978|1209|2690|2470|8782|1213|3711|8712|8895|1826|2214|5639|2164|1072|1680|1038|1762|4844|2047|1971|1785|1986|4579|5270|2624|3776|8861|1710|18562|2327|14671|2652|8597|1113|5412|2599|1122|2463|1056|8687|8509|5431|8544|2254|2498|1319|1043|8461|8588|1090|1796|3294|1025|1178|1020|5353|10156|8992|8457|2146|1038|8734|8359|5445|6402|8455|5299|1359|8681|2139|4595|8695|2671|8484|1343|8406|3066|1779|8881|1158|
2659|3006|1180|2202|5096|2042|7649|6684|4652|1103|4093|1054|1075|5820|1163|1118|957|1141|13308|997|2645|1042|10186|1265|8381|8076|2080|30661|20386|4521|20018|1141|9186|15320|3658|9104|8454|2392|7995|4320|2358|2083|3230|8438|1054|1111|3475|6082|1225|1196|2306|7251|2538|1266|996|3812|22019|2177|1035|1688|20766|19686|1207|9279|3046|2663|6887|2540|2951|2712|1101|20625|1133|2264|9739|2370|2085|1758|956|2754|20867|1128|4622|3159|1032|2783|20150|1970|3242|7635|1174|1038|4736|1107|1009|2812|10030|1010|2379|20369|2162|7526|13191|1233|1129|6850|2781|4762|2372|2334|5316|4984|10273|3626|6045|5902|4139|10140|1179|1176|9580|976|3352|2654|10260|1331|3994|9678|9336|2263|2519|6564|2261|1263|2081|1092|1723|5611|2569|2120|1691|1729|4938|5812|2701|3892|10136|1750|11572|1829|1802|3636|10823|1239|6827|2554|1217|2420|1151|10406|9381|10169|9743|2540|2558|1199|1103|9575|9261|1106|2044|3569|1190|1203|1147|6545|9841|9945|9294|2253|1015|9398|9268|5817|5686|9335|5483|1278|9534|1966|5066|9392|2598|9347|1335|9472|1899|1871|9664|1119|2048|6593|9589|1052|1133|5969|2412|4939|2011|2310|2204|2380|8793|3410|5650|5100|4124|8990|1123|1389|8985|1027|2647|2411|10704|3532|4042|8766|8792|2185|2325|6105|2268|1185|1718|1135|1692|5042|2326|1924|1970|1891|4644|5525|2538|3874|8947|1709|8559|2067|1656|2658|9210|1067|5498|2784|1191|2399|1127|8773|8581|5428|8554|2277|2432|1068|1065|8584|8757|1081|1831|3290|1055|1188|1043|5824|9607|8452|8414|2036|1010|8564|8484|5214|5414|8692|5196|1141|9013|3442|4604|8562|2522|8660|1178|8763|1704|1743|8464|1052|
2560|3071|1258|2055|4746|1913|7607|6142|3132|1302|4071|1029|1020|5785|1144|1156|970|1147|12801|1074|2659|999|8909|1050|8509|8128|2062|30615|26731|4268|20407|1268|11209|12931|4050|8413|8920|4748|27055|4140|2252|2286|3233|8585|1079|971|3599|6648|1170|976|2613|7870|1194|1019|954|3778|23065|1991|1201|1656|20706|19987|1120|9171|3100|2639|6595|2586|2870|2669|1112|21286|1126|2278|9576|2360|1921|1717|950|2647|20692|1225|5492|3426|1029|2919|20262|2150|3877|8620|1186|1087|4506|2706|984|3999|10714|1052|2247|20806|2405|7404|13644|1482|1204|7763|2806|4802|2381|2413|2140|2490|10920|3878|6840|6176|4260|10401|1160|1216|10069|1037|3367|2518|9472|1207|3831|9499|9267|2191|2431|7028|2185|1183|1961|1093|1903|5602|2548|2296|1767|1669|5082|6231|2719|4235|10218|1791|9521|1710|1631|2720|9434|1181|6172|5414|1292|2508|1136|9747|9291|5530|9266|2325|2847|1683|958|9453|9221|1125|2005|3011|1103|1183|1049|5970|9447|9346|9481|2340|1033|9553|9117|5615|5944|9458|5519|1229|9507|1744|5030|9380|2589|9204|1314|9267|1735|3463|10392|1058|1990|7589|9896|1530|1138|6553|2460|4721|2085|2354|2211|2352|9000|3906|6192|6130|3923|9064|1097|1169|8846|1033|2801|2367|8709|1312|3751|8773|8737|1962|2262|5546|2442|1211|1825|1076|1684|5389|2190|2247|1677|2131|4633|5788|2680|3787|8994|1831|8514|1963|1688|2826|8515|1039|5465|2670|1411|2483|1179|10343|8803|5186|8518|2224|2482|1390|1725|9359|8581|1150|1899|3608|1031|1234|1023|5480|8791|8493|8403|2082|1028|8674|8616|4842|5327|8651|5156|1417|9419|1941|4577|8609|2793|8583|1331|8822|1760|1728|8526|1035|
2712|2987|1044|1955|5087|1989|7584|5976|3045|1084|4029|1012|1051|5308|1088|1225|946|1262|14230|1012|2660|1054|8854|1083|8370|8111|2085|29848|21174|4676|19487|1144|9805|13159|3201|8345|8598|2139|7927|3539|2075|2044|3283|8538|1092|940|2740|5846|1051|978|2091|6559|1256|954|966|3461|24198|1863|1284|1723|20566|19611|1289|9102|3014|2741|6721|2452|3136|3028|1023|21907|1494|2699|16324|4026|17655|2511|1277|17764|32103|1317|5157|4728|1110|13417|22391|2449|4235|9788|1380|1206|4534|1159|1038|2873|15452|1322|5013|44139|3576|9488|17527|1485|1238|8349|3112|5591|2346|2770|2408|2744|13786|3852|7779|7824|5041|11638|1548|1357|10373|1041|3849|2526|9879|1575|4338|9877|9527|2329|2740|7506|2265|1271|2213|1466|2195|6030|2731|2288|1793|1737|5058|6478|2865|4000|9856|1812|9648|1795|1752|2789|9751|1246|6116|2533|1261|2519|1258|10120|10074|5766|9601|2467|2509|1088|1034|9559|9424|1325|2140|3635|1412|1394|1288|5831|9655|9345|9312|2175|1083|10637|9343|5671|6026|9460|5572|1494|9730|1800|5284|9645|2645|9361|1429|9538|1851|2507|9629|1897|2664|7813|9729|1173|1076|5962|2318|4920|2145|2638|2149|2448|9269|3836|5653|6244|4522|9239|1177|1156|9064|1080|2695|2432|8938|1322|3852|8707|9008|2077|2313|5783|2177|1166|1760|1068|1807|5311|2298|2355|1802|1942|4654|6177|2618|3870|9436|3211|8832|1972|1813|3548|9210|1166|6914|2750|1241|2591|1153|9225|8649|7624|8929|2529|2451|1245|1282|8844|8854|1311|2008|4264|1060|1350|1090|5899|9369|8709|8645|2348|1089|8782|9193|6290|17637|9320|5346|1434|8787|2236|5000|8678|2538|9009|1418|8622|2010|1853|8738|1100|
2963|3048|1202|1985|8659|2544|12273|9670|3280|1129|4421|1171|1189|7142|1266|1253|1063|1221|15752|1218|3656|1644|25397|1417|9051|8667|2337|33580|24092|4421|46834|1230|9473|13675|4127|8672|9531|2105|7843|3761|2380|2005|3440|8848|1086|1094|3237|6685|1186|1013|2219|6129|1144|1009|976|3986|22803|3936|3013|1717|21696|20471|1333|10940|3461|2731|7387|2553|3226|2767|1874|23886|1216|2389|10360|2442|2113|1798|1265|3174|21348|1223|4823|4159|1050|2994|20334|2435|3553|8701|1318|1327|4612|1226|1009|2898|10768|1092|2552|23357|2808|8125|15384|1317|1205|7799|2868|5152|2245|2577|2121|2540|11870|3719|6944|7178|4602|10346|1255|1300|9871|1079|3603|2472|9708|1828|4638|12783|9608|2355|3207|8275|2513|1221|2236|1181|5753|12812|2593|2682|2154|1762|5297|7143|2896|4215|10211|1793|9542|1745|1700|3288|9436|1220|6489|2658|1371|2464|1408|9933|9436|6379|9365|2479|2549|1904|1178|9710|9358|1243|2034|3810|1144|1373|1214|5923|9589|9525|9250|2387|1104|9579|9257|5400|5687|9360|5708|1314|9717|1768|4904|9377|2623|9361|1403|9427|1766|1759|9350|1069|2255|7965|9728|1238|1097|6004|2406|4644|2178|2391|2265|2365|9224|4046|5409|6165|4225|9377|1159|1235|9392|1065|4849|2438|8985|1373|3854|8789|9087|2185|2405|5845|2255|1176|1748|1030|1949|5010|2596|2002|1909|1930|4854|6421|2484|4297|9103|1751|8789|2032|1721|2750|8612|1078|5986|2693|1200|2592|1115|8860|8813|6217|8867|2464|2496|1201|1113|9659|9155|1188|2087|3884|1175|1810|1118|5804|8987|8734|8709|2098|1116|8738|8541|5294|5499|8675|5796|1370|9258|2083|4945|8918|2745|8668|1416|9195|2014|1772|8589|1279|
